,ent,count
0,1553,1
1,the 13.th century,1
2,1212,1
3,1893,1
4,1887,1
5,May 1877,1
6,1889,1
7,1752,1
8,Some 15 years,1
9,1865,1
10,1674,1
11,1861,1
12,1691,1
13,"March 1894"".---",1
14,3 years ago,1
15,1866,1
16,1466,1
17,1742,1
18,Feb. 1735,1
19,1499,1
20,1808,1
